web_scraper_order,web_scraper_start_url,name,data,data2,data3,title,data4,data5,data6,data7,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1785468000-21","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jonpoon.jpg","SH (Soft Highkey) | Contrast 0, Highlights -5, Shadows -3, Fade 2, Saturation +3, Sharpness 3, Sharpness Range 2, Clarity 3, WB Colour Temp 4700K A6 G1.75","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1104-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1107-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1097-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1094-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1104-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1107-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1097-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1094-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
"1785468000-22","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Puy","H (Soft Highkey) | Contrast +1, Highlights -5, Shadows 0, Fade +6, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB AWB","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_8533-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_8404-684x1024.jpg","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_8533-684x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_8404-684x1024.jpg","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Puy_profile-photo_500x500-1.jpg"
"1785468000-23","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jomnot","SH (Soft Highkey) | Contrast 0, Highlights 0, Shadows 0, Fade +6, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB AWB","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_02-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_03-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_01-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_02-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_03-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_SH_01-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jomnot_profile-photo.jpg"
"1785468000-24","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Satheeshan Thiyagaraja","SE (Sepia) | Contrast -3, Highlights -7, Shadows -6, Fade 0, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +3, WB AWB","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/1-Satheeshan-Thiyagaraja_SE_-3-7-600433AWB-1-1024x683.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/1-Satheeshan-Thiyagaraja_SE_-3-7-600433AWB-1-1024x683.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Satheeshan-Thiyagaraja_Profile-photo_500x500.jpg"
"1785468000-25","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Ravi Ranasinghe","SE (Sepia) | Contrast -6, Highlights -4, Shadows -4, Fade 0,Saturation 0, Sharpness +6, Sharpness Range +5, Clarity +1, WB AWB","Shot with Creative Looks

Crop & RGB adjusted in post.","Sri Lanka","Featured Look","Shot with Creative Looks","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC08508-_CROP-and-RGB-colour-adjust-1-1024x673.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC08508-_CROP-and-RGB-colour-adjust-1-1024x673.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Ravi-Ranasinghe_Profile-photo_500x500.jpg"
"1785468000-26","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sandeeshwara Perera","PT (Portrait) | Contrast 0, Highlights -5, Shadows +5, Fade +2, Saturation +2, Sharpness +3, Sharpness Range +3, Clarity 0, WB Colour Temp 5500K A1 G2","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3782-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3904-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3802-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3753-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3782-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3904-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3802-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3753-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Sandeeshwara-Perera_Profile-photo_500x500.jpg"
"1785468000-27","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Eranga Siriwardhana","IN (Instant) | Contrast 0, Highlights 0, Shadows 0, Fade +3, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB AWB","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/3-Eranga-Siriwardhana_IN_00030431-AWB-1-683x1024.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/3-Eranga-Siriwardhana_IN_00030431-AWB-1-683x1024.jpg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Eranga-Siriwardhana_profile-photo_500x500.jpg"
"1785468000-28","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sony Asia","IN (Instant) | Contrast -3, Highlights -5, Shadows +6, Fade +1, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour Temp 6500K B2.5 M5.0","","Asia Pacific","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09918_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC00324_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC00336_compressed-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09918_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC00324_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC00336_compressed-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Sony-Asia_Profile-Photo.jpg"
"1785468000-29","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sony Asia","IN (Instant) | Contrast -3, Highlights +1, Shadows +4, Fade +1, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour Temp 5600K B4.0 M0.25","","Asia Pacific","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09200_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09619_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09108_compressed-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09200_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09619_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IN_SEL2450G_DSC09108_compressed-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Sony-Asia_Profile-Photo.jpg"
"1785468000-30","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jonpoon.jpg","IN (Instant) | Contrast +1, Highlights -5, Shadows +1, Fade 2, Saturation +1, Sharpness 2, Sharpness Range 2, Clarity 1, WB AWB A1 G1","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0596-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0599-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0593-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0596-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0599-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0593-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
"1785468000-31","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jonpoon.jpg","IN (Instant) | Contrast +1, Highlights -5, Shadows +1, Fade 2, Saturation +1, Sharpness 2, Sharpness Range 2, Clarity 1, WB AWB A1 G1","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0644-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0626-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0623-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0618-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0615-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0644-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0626-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0623-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0618-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_0615-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
"1785468000-32","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jonpoon.jpg","IN (Instant) | Contrast +1, Highlights -5, Shadows +1, Fade 2, Saturation +1, Sharpness 2, Sharpness Range 2, Clarity 1, WB AWB A1 G1","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1079-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1088-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1084-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1082-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1079-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1088-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1084-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1082-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
"1785468000-33","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jonpoon.jpg","IN (Instant) | Contrast +1, Highlights -5, Shadows +1, Fade 2, Saturation +1, Sharpness 2, Sharpness Range 2, Clarity 1, WB AWB A1 G1","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1160-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1167-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1162-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1157-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1160-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1167-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1162-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1157-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
"1785468000-34","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Jerry Thai","IN (Instant) | Contrast +2, Highlights -2, Shadows 0, Fade +1, Saturation +1, Sharpness +2, Sharpness Range +3, Clarity +1, WB Colour Temp 5200K-5600K / Shift B0 M0","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Jerry-2-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jerry-thai_clook-1_jpg-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Jerry-3-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Jerry-2-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jerry-thai_clook-1_jpg-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Jerry-3-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jerry-thai_profile-photo.jpg"
"1785468000-35","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Check In Siemreap ដើរលេងសៀមរាប","IN (Instant) | Contrast +2, Highlights -3, Shadows +3, Fade +2, Saturation +1, Sharpness 2, Sharpness Range 2, Clarity +1, WB Colour Temp 5000K A3 G1","","Cambodia","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01015-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01029-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01031-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01015-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01029-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC01031-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/checkinsiemreap_profile-photo_500x500.jpg"
"1785468000-36","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sandeeshwara Perera","FL (Film Look) | Contrast +2, Highlights +4, Shadows +4, Fade 0, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour Temp 5200K A4 M3","Shot with Creative Looks

Curves, contrast and shadows adjusted in post","Sri Lanka","Featured Look","Shot with Creative Looks","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8471-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8605-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8498-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8493-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8471-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8605-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8498-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC8493-683x1024.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Sandeeshwara-Perera_Profile-photo_500x500.jpg"
"1785468000-37","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sandeeshwara Perera","FL (Film Look) | Contrast 0, Highlights -5, Shadows +4, Fade 0, Saturation +1, Sharpness +4, Sharpness Range +3, Clarity 0, WB Colour Temp 5900K A3 M3.25","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3155-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-0-5-4-0-1-4-3-0-5900K-A3-M3.25-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3227-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3225-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3077-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3155-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL-0-5-4-0-1-4-3-0-5900K-A3-M3.25-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3227-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3225-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3077-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Sandeeshwara-Perera_Profile-photo_500x500.jpg"
"1785468000-38","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sandeeshwara Perera","FL (Film Look) | Contrast +2, Highlights -8, Shadows -5, Fade +1, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour Temp 5200K A1 M1.25","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3576-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3545-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3405-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3576-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3545-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/DSC3405-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK_Sandeeshwara-Perera_Profile-photo_500x500.jpg"
"1785468000-39","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Lahiru Rumesh","FL (Film Look) | Contrast +2, Highlights -7, Shadows 0, Fade +1, Saturation -1, Sharpness +4, Sharpness Range +3, Clarity +2, WB Colour Temp 7600K A1 G1.25","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK2_DSC08431-Lahiru-Rathnayake-684x1024.jpeg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/LK2_DSC08431-Lahiru-Rathnayake-684x1024.jpeg","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Lahiru-Rumesh_Profile-Photo_500x500.jpg"
"1785468000-40","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Isuru Mudalige","FL (Film Look) | Contrast -5, Highlights -4, Shadows -5, Fade 0, Saturation +6, Sharpness +8, Sharpness Range +2, Clarity +5, WB AWB","","Sri Lanka","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/2-Isuru-Mudalige_FL_-5-4-506825AWB-1-e1758513632461-769x1024.webp","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/2-Isuru-Mudalige_FL_-5-4-506825AWB-1-e1758513632461-769x1024.webp","","","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Isuru-Mudalige_Profile-Photo_500x500.jpg"
"1785468000-41","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sony Asia","FL (Film Look) | Contrast -3, Highlights 0, Shadows +2, Fade +4, Saturation 0, Sharpness +4, Sharpness Range +3, Clarity +1, WB Colour Temp 5600K","","Asia Pacific","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01320_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01422_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01461_compressed-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01320_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01422_compressed-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01461_compressed-1024x683.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Sony-Asia_Profile-Photo.jpg"
"1785468000-42","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","Sony Asia","FL (Film Look) | Contrast +2, Highlights -5, Shadows -3, Fade +2, Saturation -1, Sharpness +4, Sharpness Range +3, Clarity +3, WB Colour Temp 5600K A2.5 G2.5","","Asia Pacific","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC02112_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC02246_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01554_compressed-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC02112_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC02246_compressed-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/FL_SEL2450G_DSC01554_compressed-683x1024.jpg","","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/Sony-Asia_Profile-Photo.jpg"
"1785468000-43","https://www.sony-asia.com/microsite/rmdc/creativelooks/alpha-recipes/","jonpoon.jpg","FL (Film Look) | Contrast 0, Highlights -5, Shadows -3, Fade 2, Saturation +3, Sharpness 2, Sharpness Range 2, Clarity 3, WB Colour Temp 4700K A6 G1.75","","Singapore","Featured Look","","‹","›","×","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1143-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1140-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1114-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1124-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1143-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1140-683x1024.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1114-1024x683.jpg","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/IMG_1124-1024x683.jpg","","https://www.sony-asia.com/microsite/rmdc/creativelooks/wp-content/uploads/2025/09/jonpoon.jpg_Profile-photo_500x500.jpg"
